title,genres,type,developer,publisher,user_rating,metacritic_score
Dust: An Elysian Tail,"Action, RPG, Indie, Platformer",Singleplayer,Humble Hearts,"Microsoft Studios, Humble Hearts",3.63,84
NBA 2K12,Sports,,"2K, Visual Concepts",2K Sports,3.5,84
Vainglory,"Action, Strategy","Multiplayer, Online multiplayer, Cross-Platform Multiplayer",Super Evil Megacorp,"Super Evil Mega, Super Evil Mega Corp",3.67,84
Guilty Gear Xrd -SIGN,"Action, Arcade, Fighting","Singleplayer, Multiplayer","Arc System Works, Aksys Games","Aksys Games, Arc System Works",4.0,84
Code: Realize ~Guardian of Rebirth~,"Adventure, Casual",Singleplayer,"Aksys Games, Idea Factory",Aksys Games,3.1,84
Ultimate General: Gettysburg,"Strategy, Simulation, Indie","Singleplayer, Multiplayer, Cross-Platform Multiplayer","Game-Labs, Game Labs","Game-Labs, Gamelabs",2.15,84
Mass Effect 2: Overlord,RPG,,BioWare,Electronic Arts,4.0,84
Danganronpa 2: Goodbye Despair,"Adventure, Casual",Singleplayer,"Abstraction Games, Spike Chunsoft, NIS America","Spike Chunsoft Co, Spike-Chunsoft CO",4.38,84
Saints Row: The Third,"Action, Adventure","Singleplayer, Multiplayer",Volition,THQ,3.95,84
FTL: Faster Than Light,"Strategy, Simulation, Indie",Singleplayer,Subset Games,Subset Games,4.25,84
Football Manager 2012,"Strategy, Sports",,,SEGA,4.03,84
Ascension: Deckbuilding Game,"Action, Adventure, Strategy, Board Games, Casual, Card, Indie","Singleplayer, Multiplayer, Cross-Platform Multiplayer","Playdek, iVampie, Element Game 微元游戏","Asmodee Digital, Playdek, iVampie, Element  Game 微元游戏",4.26,84
Gran Turismo 5,Racing,,Polyphony Digital,Sony Computer Entertainment,4.14,84
The Binding of Isaac,"Action, RPG, Indie",Singleplayer,Edmund McMillen and Florian Himsl,Edmund McMillen,3.91,84
Just Cause 2,"Action, Shooter","Singleplayer, Multiplayer","Square Enix, Avalanche Studios",Square Enix,3.62,84
Fallout: New Vegas,"Action, Shooter, RPG",Singleplayer,Obsidian Entertainment,Bethesda Softworks,4.42,84
Tales From Space: Mutant Blobs Attack,"Action, Adventure, Indie, Platformer",Singleplayer,DrinkBox Studios,DrinkBox Studios,3.19,83
Persona Q: Shadow of the Labyrinth,RPG,,"Atlus, P Studio",Atlus,3.89,83
Resistance 3,"Action, Shooter",,Insomniac Games,Sony Computer Entertainment,4.01,83
Darksiders,Action,Singleplayer,"THQ, Vigil Games","THQ Nordic, THQ",3.76,83
This War of Mine,"Adventure, Simulation, Indie",Singleplayer,11 Bit Studios,11 bit studios,4.06,83
The Blockheads,"Adventure, Simulation",,"Noodlecake Studios, Majic Jungle Software",David Frampton,0.0,83
Samurai II: Vengeance,"Action, Adventure, Arcade",,MADFINGER Games,MADFINGER Games,0.0,83
Puzzle Quest 2,"Adventure, RPG, Casual, Puzzle","Singleplayer, Multiplayer","BANDAI NAMCO Entertainment America, Infinite Interactive","BANDAI NAMCO Entertainment US, D3 Publisher, Namco Networks America",3.42,83
Pocket Card Jockey,"Racing, Casual, Card, Puzzle",,Game Freak,Nintendo,4.14,83
Terrian Saga: KR-17,"Action, Adventure, Indie",Singleplayer,Wonderfling,Digital Tribe,2.11,83
N.O.V.A. 3: Near Orbit Vanguard Alliance,"Action, Shooter, Adventure","Singleplayer, Multiplayer",Gameloft,Gameloft,4.06,83
Resident Evil 4 Ultimate HD Edition,Action,,Capcom,Capcom,4.27,83
NBA 2K13,Sports,,"2K, Visual Concepts",2K Sports,3.63,83
Angry Birds Space,"Arcade, Casual, Puzzle",Singleplayer,"Rovio Entertainment, Rovio Entertainment Oyj","Rovio Entertainment, Rovio Entertainment Oyj",3.55,83
Yakuza 5,"Action, Adventure",,"SEGA, Ryu ga Gotoku Studio",SEGA,4.32,83
Kid Icarus: Uprising,"Action, Adventure",,Project Sora Co.,Nintendo,4.33,83
Gunpoint,"Action, Strategy, Indie",Singleplayer,Suspicious Developments,Suspicious Developments,4.02,83
Shin Megami Tensei IV,RPG,,Atlus,Atlus,4.35,83
Orcs Must Die! 2,"Action, Strategy, Indie","Singleplayer, Multiplayer",Robot Entertainment,Robot Entertainment,3.71,83
Orcs Must Die!,"Action, Strategy, Indie","Singleplayer, Multiplayer",Robot Entertainment,"Microsoft Studios, Robot Entertainment",3.7,83
inFAMOUS 2,"Action, Adventure",,Sucker Punch Productions,Sony Computer Entertainment,4.13,83
Asphalt 7: Heat,"Racing, Arcade",,Gameloft,Gameloft,3.45,83
Bulletstorm,"Action, Shooter",Multiplayer,"Epic Games, People Can Fly",Electronic Arts,4.08,83
Age of Conan: Rise of the Godslayer,"RPG, Massively Multiplayer",,Funcom,Funcom,0.0,83
Pandemic: The Board Game,"Strategy, Simulation, Board Games","Singleplayer, Multiplayer, Local Multiplayer","Plug In Digital, Asmodee Digital, F2Z Entertainment","Asmodee Digital, Z-Man Games",2.88,83
F1 2011,"Sports, Racing","Singleplayer, Multiplayer",Codemasters,Codemasters,3.49,83
Universe Sandbox,"Simulation, Casual, Indie",Singleplayer,Giant Army,Giant Army,3.03,83
EverQuest II Free-To-Play. Your Way.,"RPG, Massively Multiplayer","Singleplayer, Multiplayer",Daybreak Games Company,Daybreak Game Company,2.31,83
Tekken Tag Tournament 2,"Arcade, Fighting",,"BANDAI NAMCO Entertainment America, Bandai Namco Entertainment, NAMCO","Bandai Namco Entertainment, BANDAI NAMCO Entertainment US, Namco",4.04,83
Gravity Rush,"Action, Adventure",Singleplayer,Japan Studio,Sony Interactive Entertainment,3.97,83
Monaco: What's Yours Is Mine,"Action, Strategy, Casual, Indie","Singleplayer, Multiplayer, Local Multiplayer, Cross-Platform Multiplayer",Pocketwatch Games,"Majesco Entertainment, Pocketwatch Games",2.99,83
Tom Clancy's Splinter Cell: Conviction,"Action, Adventure","Singleplayer, Multiplayer",Ubisoft Montreal,Ubisoft Entertainment,3.84,83
Brothers In Arms 2: Global Front,"Action, Shooter",,Gameloft,Gameloft,0.0,83
Top Spin 4,Sports,Multiplayer,2K Czech,"2K Games, 2K Sports",4.39,83
Anno 2070,Strategy,"Singleplayer, Multiplayer","Blue Byte, Related Designs",Ubisoft Entertainment,3.83,83
Valkyria Chronicles II,"Action, Strategy",,SEGA,SEGA,3.7,83
Stick it to The Man!,"Action, Adventure, Indie, Platformer",Singleplayer,"Zoink!, tgarr0","Ripstone, Zoink Games",3.43,83
Shaun the Sheep - Home Sheep Home 2,"Action, Adventure, Casual, Indie, Puzzle",Singleplayer,Aardman Animations,"Chillingo, Aardman Animations",3.78,83
Outland,"Action, Adventure, Indie, Platformer","Singleplayer, Multiplayer","Ubisoft, Housemarque","Ubisoft Entertainment, Housemarque",2.9,83
Transistor,"Action, RPG, Indie",Singleplayer,Supergiant Games,Supergiant Games,4.17,83
Alan Wake,"Action, Shooter, Adventure",Singleplayer,Remedy Entertainment,"Microsoft Studios, THQ Nordic, Remedy Entertainment",4.1,83
FINAL FANTASY XIV: A Realm Reborn,"RPG, Massively Multiplayer","Singleplayer, Multiplayer, Online multiplayer, Cross-Platform Multiplayer",Square Enix,Square Enix,4.22,83
"Pokémon Alpha Sapphire, Omega Ruby",RPG,,Game Freak,"Nintendo, The Pokemon Company",4.14,83
L.A. Noire,"Action, Adventure",Singleplayer,Team Bondi,Rockstar Games,4.16,83
Metal Gear Rising: Revengeance,Action,Singleplayer,Platinum Games,Konami,4.25,83
Valdis Story: Abyssal City,"Action, Adventure, RPG, Indie, Platformer",Singleplayer,Endlessfluff Games,Endlessfluff Games,3.1,83
Frozen Synapse Prime,"Action, Strategy","Singleplayer, Multiplayer, Asynchronous Multiplayer","Double Eleven, Mode 7 Games",Double Eleven,2.58,83
Bad Piggies,"Arcade, Casual, Puzzle",,"Rovio Entertainment, Rovio Entertainment Oyj","Rovio Entertainment, Rovio Entertainment Oyj",3.91,83
ibb & obb,"Action, Adventure, Arcade, Indie, Puzzle","Multiplayer, Cross-Platform Multiplayer","Codeglue, Sparpweed",Sparpweed,3.54,83
Phoenix Wright: Ace Attorney - Dual Destinies,"Adventure, RPG, Simulation",Single player only,Capcom,Capcom,4.14,83
Galactic Civilizations I: Ultimate Edition,Strategy,Singleplayer,Stardock Entertainment,Stardock Entertainment,2.91,83
The Floor is Jelly,Indie,Singleplayer,Ian Snyder,Ian Snyder,4.14,83
Starseed Pilgrim,"Adventure, Indie",Singleplayer,Droqen,Droqen's Games,2.67,83
Cave Story+,"Action, Adventure, Indie, Platformer",Singleplayer,"Nicalis, Studio Pixel",Nicalis,3.95,83
Darksiders II,"Action, RPG",,"THQ Nordic, Vigil Games",THQ,3.74,83
Door Kickers,"Action, Strategy, Simulation, Indie",Singleplayer,KillHouse Games,KillHouse Games,3.79,83
No More Heroes 2: Desperate Struggle,Action,Singleplayer,Grasshopper Manufacture,"Ubisoft Entertainment, XSEED Games, Marvelous USA, Marvelous",4.26,83
Monday Night Combat,"Action, Shooter, Strategy, Sports, Indie","Singleplayer, Multiplayer",Uber Entertainment,"Microsoft Studios, Uber Entertainment",2.88,82
Recettear: An Item Shop's Tale,"Action, RPG, Indie",Singleplayer,EasyGameStation,Carpe Fulgur,3.82,82
Final Fantasy XIV,"RPG, Massively Multiplayer",,Square Enix,Square Enix,4.18,82
Professor Layton and the Miracle Mask,"Casual, Puzzle",,Level 5,Nintendo,4.26,82
Realm of the Mad God,"Action, RPG, Massively Multiplayer, Indie","Multiplayer, Cross-Platform Multiplayer",Wild Shadow Studios,Deca Games,3.1,82
FIFA 15,Sports,Multiplayer,Electronic Arts Canada,Electronic Arts,3.37,82
Joe Danger 2: The Movie,"Action, Racing, Casual, Indie, Platformer","Singleplayer, Local Multiplayer",Hello Games,"Microsoft Studios, Hello Games",2.65,82
Grand Theft Auto Online,"Action, Shooter",,Rockstar North,Rockstar Games,3.79,82
The Elder Scrolls V: Skyrim - Dragonborn,"Action, RPG",,Bethesda Game Studios,Bethesda Softworks,4.19,82
Endless Legend,"RPG, Strategy","Singleplayer, Multiplayer, Cross-Platform Multiplayer",Amplitude Studios,SEGA,3.64,82
The Book of Unwritten Tales,Adventure,Singleplayer,KING Art,THQ Nordic,3.53,82
Sokobond,"Educational, Puzzle",,"Draknek & Friends, Draknek",Draknek,0.0,82
Rising Storm Game of the Year Edition,Action,Multiplayer,"Tripwire Interactive, Anti Matter Games",Tripwire Interactive,0.0,82
Battlefield 3: End Game,"Action, Shooter",,Electronic Arts DICE,Electronic Arts,3.81,82
World of Warcraft: Mists of Pandaria,"RPG, Massively Multiplayer",,,Blizzard Entertainment,4.01,82
BioShock Infinite: Burial at Sea - Episode Two,"Action, Shooter",,Irrational Games,"2K Games, Aspyr",4.43,82
Kingdom Hearts Birth by Sleep,"Action, RPG",,Square Enix,Square Enix,4.36,82
Sunset Overdrive,"Action, Shooter, Adventure","Singleplayer, Multiplayer","Insomniac Games, Blind Squirrel Games","Microsoft Studios, THQ Nordic",3.9,82
Tiny Tower,"Simulation, Family",,NimbleBit,Nimblebit,4.2,82
Trauma Team,Simulation,,Atlus,Atlus,0.0,82
Okamiden,"Action, Adventure",,Capcom,Capcom,3.85,82
Halo Wars,Strategy,,Ensemble Studios,Microsoft Studios,3.63,82
Antichamber,"Indie, Puzzle",Singleplayer,Alexander Bruce,Demruth,4.07,82
Legend of Grimrock,"Adventure, RPG, Indie",Singleplayer,"Almost Human Games, Almost Human","Almost Human Games, Almost Human, Almost Human Oy",3.8,82
Waves,"Action, Arcade, Casual, Indie",Singleplayer,"Voodoo, Squid In A Box",Squid In A Box,3.52,82
Ether One,"Adventure, Indie",Singleplayer,White Paper Games,White Paper Games,2.49,82
BioShock 2: Minerva's Den,"Action, Shooter",,Iron Galaxy Studios,2K Games,4.1,82
Danganronpa: Trigger Happy Havoc,Adventure,Singleplayer,"Abstraction Games, Spike Chunsoft, NIS America",Spike Chunsoft Co,4.28,82
The Last Express Gold Edition,Adventure,Singleplayer,DotEmu,DotEmu,3.6,82
Mortal Kombat Komplete Edition,"Arcade, Fighting","Singleplayer, Multiplayer, Local Multiplayer","NetherRealm Studios, High Voltage Software",Warner Bros. Interactive,4.12,82
Dominions 3: The Awakening,"Strategy, Indie","Singleplayer, Multiplayer, Cross-Platform Multiplayer",Illwinter Game Design,Illwinter Game Design,0.0,82
SSX,"Sports, Arcade",,"Electronic Arts, Electronic Arts Canada","Electronic Arts, EA SPORTS",3.5,82
Lethal League,"Action, Sports, Indie","Singleplayer, Multiplayer, Local Multiplayer, Cross-Platform Multiplayer, 4 Player Local","Team Reptile, Reptile Games",Team Reptile,3.6,82
Soul Sacrifice Delta,"Action, RPG",,Sony Interactive Entertainment,SCEA,3.57,82
Crusader Kings II,"Strategy, Simulation","Singleplayer, Multiplayer",Paradox Development Studio,Paradox Interactive,3.61,82
The Vanishing of Ethan Carter,"Action, Adventure, Indie",Singleplayer,The Astronauts,"THQ Nordic, The Astronauts",3.75,82
Need for Speed: Most Wanted - A Criterion Game,"Racing, Arcade","Singleplayer, Multiplayer",Criterion Games,Electronic Arts,3.36,82
The Guild Gold Edition,"Strategy, Simulation","Singleplayer, Multiplayer",4Head Studios,THQ Nordic,3.49,82
Sins of a Solar Empire: Rebellion,"Strategy, Indie","Singleplayer, Multiplayer, Online multiplayer, Local Multiplayer","Stardock Entertainment, Ironclad Games",Stardock Entertainment,2.73,82
Dragon Age: Origins Awakening,RPG,Singleplayer,BioWare,Electronic Arts,4.46,82
The Wolf Among Us,Adventure,Singleplayer,Telltale Games,Telltale Games,4.39,82
NCAA Football 12,"Simulation, Sports",,"Electronic Arts, Electronic Arts Tiburon",Electronic Arts,3.24,82
Kero Blaster,"Action, Shooter, Adventure, Indie",Singleplayer,"ACTIVE GAMING MEDIA, Studio Pixel","AGM PLAYISM, Playism, Active Gaming Media, AMAYA DAISUKE",3.53,82
Gemini Rue,"Adventure, RPG, Indie",Singleplayer,"Wadjet Eye Games, Joshua Neurnberger",Wadjet Eye Games,3.67,82
Viva Piñata: TIP,Family,,Rare,Microsoft Studios,3.31,82
Gangstar: Miami Vindication,"Action, Racing",,Gameloft,Gameloft,0.0,82
Dark Souls II: Crown of the Sunken King,"Action, RPG",,FromSoftware,Bandai Namco Entertainment,3.97,82
Avadon 2: The Corruption,"RPG, Strategy, Indie",Singleplayer,Spiderweb Software,Spiderweb Software,2.44,82
Botanicula,"Adventure, Casual, Family, Indie, Puzzle",Singleplayer,Amanita Design,Amanita Design,3.92,82
Bejeweled 3,"Strategy, Casual, Family, Puzzle",Singleplayer,"Electronic Arts, PopCap Games",PopCap Games,3.48,82
Lara Croft and the Guardian of Light,"Action, Adventure","Singleplayer, Multiplayer, Local Multiplayer","Square Enix, Crystal Dynamics",Square Enix,3.43,82
Desktop Dungeons,"Adventure, RPG, Strategy, Casual, Indie, Puzzle",Singleplayer,"Finji, QCF Design",QCF Design,2.96,82
Cut the Rope 2,"Arcade, Casual, Puzzle",,ZeptoLab,ZeptoLab UK,3.68,81
KALIMBA,"Action, Arcade, Casual",Singleplayer,"Flashbulb ApS, Press Play","Microsoft Studios, Flashbulb ApS",3.92,81
Perfect Dark Zero,"Action, Shooter",,Rare,Microsoft Studios,3.11,81
Mario & Luigi: Dream Team,"Adventure, RPG, Strategy",,"Good-Feel, AlphaDream",Nintendo,4.09,81
Distant Worlds: Universe,"Strategy, Simulation",Singleplayer,Code Force,Slitherine,4.2,81
Dark Souls II: Crown of the Old Iron King,"Action, RPG",,FromSoftware,Bandai Namco Entertainment,4.0,81
Freedom Planet,"Action, Indie, Platformer",Singleplayer,"GalaxyTrail, Galaxy Trail","Marvelous, GalaxyTrail, Galaxy Trail",3.87,81
Wargame: European Escalation,Strategy,"Singleplayer, Multiplayer",Eugen Systems,Focus Home Interactive,3.3,81
Persona 4 Arena Ultimax,"Action, Fighting","Singleplayer, Multiplayer","Atlus, Arc System Works, P Studio","SEGA, Atlus",3.71,81
Kingdoms of Amalur: Reckoning,"Action, Adventure, RPG",Singleplayer,"Electronic Arts, Big Huge Games, 38 Studios","Electronic Arts, 38 Studios",3.61,81
Alien: Isolation,"Action, Adventure",Singleplayer,"Feral Interactive, SEGA, Creative Assembly","SEGA, Feral Interactive",4.2,81
Counter-Strike: Global Offensive,Shooter,Multiplayer,"Valve Software, Hidden Path Entertainment",Valve,3.57,81
Sid Meier's Civilization: Beyond Earth,Strategy,"Singleplayer, Multiplayer","Aspyr Media, Firaxis","2K Games, Aspyr",3.56,81
Stronghold HD,Strategy,"Singleplayer, Multiplayer",FireFly Studios,FireFly Studios,3.97,81
Professor Layton and the Azran Legacy,Puzzle,,Level 5,Nintendo,4.46,81
Wizorb,"Action, Adventure, Indie",Singleplayer,Tribute Games,Tribute Games,3.47,81
Darkstalkers Resurrection,"Arcade, Fighting",,"Capcom, Capcom U.S.A, Iron Galaxy Studios",Capcom,3.72,81
Company of Heroes 2 - Ardennes Assault,Strategy,"Singleplayer, Multiplayer","Feral Interactive, Relic Entertainment","SEGA, Feral Interactive",3.67,81
Blur,"Racing, Arcade","Singleplayer, Local Multiplayer","Bizarre Creations, Fireproof Studios",Activision Blizzard,3.93,81
Dungeon Defenders,"Action, RPG, Strategy, Indie","Singleplayer, Multiplayer, Local Multiplayer, 4 Player Local",Trendy Entertainment,"Reverb Communications, Trendy Entertainment",3.33,81
Captain Toad: Treasure Tracker,Puzzle,,Nintendo,Nintendo,4.1,81
The Cat Lady,"Adventure, Indie",Singleplayer,Harvester Games,Screen 7,4.27,81
Call of Duty: Black Ops,"Action, Shooter","Singleplayer, Multiplayer","Raven Software, Treyarch, n-Space","Square Enix, Activision Blizzard, Activison",4.05,81
Battlefield 4,Shooter,"Singleplayer, Multiplayer","Electronic Arts, Electronic Arts DICE",Electronic Arts,3.95,81
War Thunder,"Action, Shooter, Massively Multiplayer","Singleplayer, Multiplayer, Cross-Platform Multiplayer",Gaijin Entertainment,Gaijin Entertainment,3.19,81
Age of Empires III: Complete Collection,"Strategy, Simulation","Singleplayer, Multiplayer",Ensemble Studios,Microsoft Studios,4.1,81
A Space Shooter for 2 Bucks!,"Action, Shooter, Arcade",,Frima Studio,Frima Studio,0.0,81
Defense Grid 2,"Strategy, Indie","Singleplayer, Multiplayer","505 Games, Hidden Path Entertainment","505 Games, Hidden Path Entertainment",3.15,81
Waveform,"Action, Adventure, RPG, Strategy, Simulation, Sports, Racing, Casual, Indie",Singleplayer,Eden Industries,Eden Industries,2.0,81
METAL GEAR SOLID: HD COLLECTION PS Vita,"Action, Adventure, Strategy",,Konami Digital Entertainment,Konami,0.0,81
Motorsport Manager,"Strategy, Simulation, Sports, Racing","Singleplayer, Multiplayer","Playsport Games, Christian West","SEGA, Christian West",3.83,81
TrackMania² Canyon,"Sports, Racing","Singleplayer, Multiplayer, Local Multiplayer",Nadeo,Ubisoft Entertainment,3.79,81
Broken Age,"Adventure, Casual, Family, Indie, Puzzle",Singleplayer,Double Fine Productions,"THQ Nordic, Double Fine Productions",3.65,81
VVVVVV,"Action, Adventure, Arcade, Casual, Indie, Puzzle, Platformer","Singleplayer, Multiplayer","Nicalis, Terry Cavanagh","Nicalis, Terry Cavanagh",3.77,81
The Unfinished Swan,"Adventure, Indie, Puzzle",Singleplayer,"Sony Interactive Entertainment, Annapurna Interactive, Armature Studio, Giant Sparrow","Sony Computer Entertainment, Annapurna Interactive",3.56,81
To the Moon,"Action, Adventure, RPG, Casual, Indie",Singleplayer,"X.D. Network, Freebird Games, GEORGIOS SYKIOTIS","X.D. Network, Freebird Games, GEORGIOS SYKIOTIS",4.29,81
Dragon Age 2,"Action, Adventure, RPG",Singleplayer,BioWare,Electronic Arts,3.85,81
Napoleon: Total War Imperial Edition,Strategy,"Singleplayer, Multiplayer",Creative Assembly,SEGA,0.0,81
Rochard,"Action, Casual, Indie",Singleplayer,Recoil Games,,3.09,81
GoldenEye 007 (Wii),"Action, Shooter",,"n-Space, Eurocom, Eurocom Developments","Activision Blizzard, Activison",3.65,81
Reaper,"Action, Adventure, RPG, Indie",Singleplayer,"Hexage, David Peroutka, DOSMan Games","David Peroutka, DOSMan Games",3.29,81
Jamestown: Legend of the Lost Colony,"Action, Arcade, Indie","Singleplayer, Local Multiplayer, 4 Player Local","Final Form Games, Final Form","Batterystaple Games, Final Form Games",3.29,81
Super Mario Odyssey,"Arcade, Platformer","Singleplayer, Local Multiplayer",Nintendo,Nintendo,4.42,97
The Legend of Zelda: Breath of the Wild,"Action, Adventure, RPG",,Nintendo,Nintendo,4.48,97
Half-Life 2: Update,Shooter,,Valve Software,,4.14,96
Red Dead Redemption 2,Action,"Singleplayer, Multiplayer",Rockstar Games,Rockstar Games,4.59,96
Divinity: Original Sin 2,"RPG, Strategy","Singleplayer, Multiplayer, Online multiplayer, Local Multiplayer",Larian Studios,Larian Studios,4.38,95
XCOM 2: War of the Chosen,Strategy,"Singleplayer, Multiplayer",Firaxis,2K Games,4.4,95
Divinity: Original Sin - Enhanced Edition,"RPG, Indie","Singleplayer, Multiplayer, Cross-Platform Multiplayer",Larian Studios,"Focus Home Interactive, Larian Studios",4.25,94
Divinity: Original Sin 2 - Definitive Edition,RPG,,Larian Studios,"Bandai Namco Entertainment, Larian Studios",4.52,94
God of War (2018),Action,Singleplayer,Santa Monica Studio,"Sony Interactive Entertainment, PlayStation PC",4.55,94
Uncharted 4: A Thief’s End,"Action, Shooter",,Naughty Dog,Sony Computer Entertainment,4.48,93
Persona 5,"Action, Adventure, RPG",Singleplayer,Atlus,"Deep Silver, Buka Entertainment, Atlus",4.35,93
Super Smash Bros. Ultimate,Fighting,Multiplayer,"Nintendo, Bandai Namco Entertainment, Sora",Nintendo,4.37,93
Out of the Park Baseball 17,"Strategy, Simulation, Sports, Indie","Singleplayer, Multiplayer, Cross-Platform Multiplayer",Out of the Park Developments,Out of the Park Developments,2.33,92
Prune,"Simulation, Casual, Family, Indie, Puzzle",Singleplayer,Joel McDonald,Joel McDonald,4.0,92
Mario Kart 8 Deluxe,Racing,Multiplayer,Nintendo,Nintendo,4.45,92
OKAMI HD,"Action, Adventure",Singleplayer,Capcom,Capcom,4.18,92
Undertale,"RPG, Indie",Singleplayer,"8-4, Toby Fox","8-4, Toby Fox",4.35,92
Bloodborne,"Action, RPG",,FromSoftware,"Sony Computer Entertainment, Sony Interactive Entertainment",4.41,92
The Witcher 3: Wild Hunt – Blood and Wine,RPG,,CD PROJEKT RED,CD PROJEKT RED,4.81,92
The Witcher 3 Wild Hunt - Complete Edition,"Adventure, RPG",,CD PROJEKT RED,CD PROJEKT RED,4.8,92
Alto's Adventure,"Action, Sports",,"Noodlecake Studios, Snowman",Snowman,4.11,92
The Witcher 3: Wild Hunt,"Action, RPG",Singleplayer,CD PROJEKT RED,CD PROJEKT RED,4.64,92
DRAGON QUEST XI: Echoes of an Elusive Age,RPG,Singleplayer,"Square Enix, Armor Project",Square Enix,4.31,91
Disco Elysium,"Adventure, RPG, Indie",Singleplayer,ZA/UM,,4.37,91
Tumblestone,"Action, Strategy, Casual, Indie, Puzzle","Singleplayer, Multiplayer, Online multiplayer, Local Multiplayer, Cross-Platform Multiplayer",The Quantum Astrophysicists Guild,The Quantum Astrophysicists Guild,2.44,91
Death Road to Canada,"Action, Adventure, RPG, Indie","Singleplayer, Multiplayer, Local Multiplayer","Noodlecake Studios, Rocketcat Games, Rocketcat, UKIYO PUBLISHING, Madgarden","Rocketcat Games, Rocketcat, Ukiyo Publishing",3.8,91
Resident Evil 2,"Action, Shooter, Adventure",,Capcom,Capcom,4.5,91
NieR:Automata Game of the YoRHa Edition,Action,Singleplayer,Platinum Games,Square Enix,4.23,91
BADLAND 2,"Action, Adventure",Multiplayer,"Frogmind, Cheetah Games",Frogmind Oy,4.36,91
Shadow of the Colossus  (2018),"Action, Adventure",Singleplayer,"SCE Japan Studio, Bluepoint Games",Sony Interactive Entertainment,4.32,91
BIOHAZARD RE:2 Z Version,Action,,Capcom,Capcom,0.0,
Cinco Paus,"Adventure, Strategy, Puzzle",,Michael Brough,Michael Brough,0.0,91
DRAGON QUEST XI S: Echoes of an Elusive Age - Definitive Edition,"Adventure, RPG",Singleplayer,Square Enix,Square Enix,4.26,91
Metal Gear Solid V: The Phantom Pain,"Action, Shooter","Singleplayer, Multiplayer",Kojima Productions,Konami,4.16,91
Rez Infinite,"Action, Casual, Indie",Singleplayer,"Enhance Games, Resonair, Monstars",Enhance Games,4.02,91
Celeste,"Indie, Platformer",Singleplayer,"Matt Makes Games, Extremely OK Games, Noel",Matt Makes Games,4.38,91
Overwatch,"Action, Shooter, Casual, Massively Multiplayer",Multiplayer,,"Activision Blizzard, Blizzard Entertainment",4.13,91
Tadpole Treble,"Action, Adventure, Indie",Singleplayer,BitFinity,"BitFinity, Sunken Treasure Games, BitFinity",1.83,90
Tetris Effect,Puzzle,,Enhance Games,,4.36,90
N++ (NPLUSPLUS),"Action, Puzzle","Singleplayer, Multiplayer, Local Multiplayer, 4 Player Local",Metanet Software,Metanet Software,4.13,90
NBA 2K17,"Action, Sports","Singleplayer, Multiplayer","2K, Visual Concepts","2K Games, 2K Sports",3.33,90
The Witcher 3: Wild Hunt – Hearts of Stone,RPG,,CD PROJEKT RED,"CD PROJEKT RED, cdp.pl",4.75,90
Sekiro: Shadows Die Twice,"Action, RPG",Singleplayer,FromSoftware,"FromSoftware, Activision Value Publishing, 方块游戏",4.38,90
The Room Three,"Adventure, Indie, Puzzle",Singleplayer,Fireproof Games,"Fireproof Games, Fireproof Studios",4.32,90
Odin Sphere Leifthrasir,RPG,,"Atlus U.S.A, VanillaWare",Atlus,4.26,90
Beat Saber,"Action, Indie",Singleplayer,"Hyperbolic Magnetism, Beat Games","Oculus Studios, Hyperbolic Magnetism, Beat Games",4.36,90
Into the Breach,"RPG, Strategy, Indie",Singleplayer,Subset Games,Subset Games,4.31,90
NieR:Automata BECOME AS GODS Edition,"Action, RPG",,Platinum Games,Square Enix,0.0,90
Forza Horizon 4,"Racing, Arcade","Singleplayer, Multiplayer, Cross-Platform Multiplayer",Playground Games,"Microsoft Studios, Xbox Game Studios",4.37,90
Stephen's Sausage Roll,Indie,Singleplayer,increpare games,increpare games,4.18,90
Astro Bot Rescue Mission,Adventure,,"Sony Interactive Entertainment, Japan Studio, SIE Japan Studio",Sony Interactive Entertainment,4.24,90
FROST - A dream odyssey,Puzzle,,"Broken Rules, kunabi brother",kunabi brother,0.0,89
Framed 2,"Adventure, Puzzle",,"Noodlecake Studios, Loveshack",Loveshack Entertainment,3.93,89
ELOH,Puzzle,,Broken Rules,Broken Rules,0.0,89
Dicey Dungeons,"RPG, Strategy, Indie",Singleplayer,"Terry Cavanagh, Distractionware, Marlowe Dobbe, chipzel","Terry Cavanagh, Distractionware",4.07,89
Nex Machina,"Action, Indie",Singleplayer,Housemarque,Housemarque,3.9,89
Monster Hunter World: Iceborne,"Action, RPG, Massively Multiplayer",,Capcom,Capcom,4.46,89
Pillars of Eternity,RPG,Singleplayer,Obsidian Entertainment,Paradox Interactive,3.96,89
Fire Emblem: Three Houses,"RPG, Strategy",,"Koei Tecmo, Intelligent Systems",Nintendo,4.36,89
Stardew Valley,"RPG, Simulation, Indie","Singleplayer, Multiplayer, co-op multiplayer","Chucklefish, ConcernedApe","Chucklefish, ConcernedApe",4.4,89
F1 2017,"Sports, Racing","Singleplayer, Multiplayer","Feral Interactive, Codemasters","Feral Interactive, Deep Silver, Codemasters",3.79,89
Lone Echo,"Action, Adventure, Simulation",Singleplayer,Ready At Dawn,Oculus Studios,4.3,89
Star Control: Kessari Quadrant,"Action, Adventure, Strategy, Indie","Singleplayer, Multiplayer",Legend Entertainment,Stardock Entertainment,0.0,89
Motorsport Manager Mobile 2,"Strategy, Sports, Racing",,Playsport Games,Playsport Games,0.0,89
